SA1_CODE_DIV,SA1_CODE,SA2_CODE,SA2_NAME,DIVISION,ACTUAL,PROJECTED
80109110803-BEA,80109110803,801091108,Pearce,Bean,425,426
80109110804-BEA,80109110804,801091108,Pearce,Bean,363,360
80109110805-BEA,80109110805,801091108,Pearce,Bean,363,343
80109110806-BEA,80109110806,801091108,Pearce,Bean,257,253
80109110807-BEA,80109110807,801091108,Pearce,Bean,392,395
80109110901-BEA,80109110901,801091109,Phillip,Bean,150,255
80109110904-BEA,80109110904,801091109,Phillip,Bean,0,0
80109110905-BEA,80109110905,801091109,Phillip,Bean,165,288
80109110907-BEA,80109110907,801091109,Phillip,Bean,180,192
80109110908-BEA,80109110908,801091109,Phillip,Bean,165,176
80109110910-BEA,80109110910,801091109,Phillip,Bean,274,293
80109110913-BEA,80109110913,801091109,Phillip,Bean,191,319
80109110915-BEA,80109110915,801091109,Phillip,Bean,270,422
80109110916-BEA,80109110916,801091109,Phillip,Bean,320,541
80109110917-BEA,80109110917,801091109,Phillip,Bean,450,733
80109110918-BEA,80109110918,801091109,Phillip,Bean,671,1042
80109110919-BEA,80109110919,801091109,Phillip,Bean,3,5
80109110920-BEA,80109110920,801091109,Phillip,Bean,8,13
80109110921-BEA,80109110921,801091109,Phillip,Bean,1036,1800
80109111001-BEA,80109111001,801091110,Torrens,Bean,375,357
80109111002-BEA,80109111002,801091110,Torrens,Bean,342,329
80109111003-BEA,80109111003,801091110,Torrens,Bean,226,236
80109111004-BEA,80109111004,801091110,Torrens,Bean,343,374
80109111005-BEA,80109111005,801091110,Torrens,Bean,243,247
80109111006-BEA,80109111006,801091110,Torrens,Bean,247,273
80110113401-CAN,80110113401,801101134,Arboretum,Canberra,3,3
80110113401-BEA,80110113401,801101134,Arboretum,Bean,0,0
80110113505-BEA,80110113505,801101135,Coombs,Bean,360,488
80110113506-BEA,80110113506,801101135,Coombs,Bean,265,360
80110113507-BEA,80110113507,801101135,Coombs,Bean,128,125
80110113508-BEA,80110113508,801101135,Coombs,Bean,536,780
80110113509-BEA,80110113509,801101135,Coombs,Bean,319,434
80110113510-BEA,80110113510,801101135,Coombs,Bean,310,385
80110113511-BEA,80110113511,801101135,Coombs,Bean,278,340
80110113512-BEA,80110113512,801101135,Coombs,Bean,299,380
80110113513-BEA,80110113513,801101135,Coombs,Bean,317,393
80110113514-BEA,80110113514,801101135,Coombs,Bean,390,490
80110113515-BEA,80110113515,801101135,Coombs,Bean,256,344
80110113602-BEA,80110113602,801101136,Denman Prospect,Bean,429,1963
80110113603-BEA,80110113603,801101136,Denman Prospect,Bean,388,504
80110113604-BEA,80110113604,801101136,Denman Prospect,Bean,391,507
80110113605-BEA,80110113605,801101136,Denman Prospect,Bean,358,473
80110113606-BEA,80110113606,801101136,Denman Prospect,Bean,1705,2032
80110113701-BEA,80110113701,801101137,Molonglo,Bean,0,0
80110113901-BEA,80110113901,801101139,Wright,Bean,408,541
80110113902-BEA,80110113902,801101139,Wright,Bean,260,328
80110113903-BEA,80110113903,801101139,Wright,Bean,263,252
80110113904-BEA,80110113904,801101139,Wright,Bean,0,0
80110113905-BEA,80110113905,801101139,Wright,Bean,438,502
80110113906-BEA,80110113906,801101139,Wright,Bean,338,418
80110113907-BEA,80110113907,801101139,Wright,Bean,218,271
80110113908-BEA,80110113908,801101139,Wright,Bean,226,279
80110113909-BEA,80110113909,801101139,Wright,Bean,198,223
80110113910-BEA,80110113910,801101139,Wright,Bean,291,320
80110114501-BEA,80110114501,801101145,Molonglo - East,Bean,0,0
80110114601-BEA,80110114601,801101146,Whitlam,Bean,985,2859
80111114001-BEA,80111114001,801111140,ACT - South West,Bean,35,37
80111114002-BEA,80111114002,801111140,ACT - South West,Bean,61,58
80111114004-BEA,80111114004,801111140,ACT - South West,Bean,57,61
80111114005-BEA,80111114005,801111140,ACT - South West,Bean,10,10
80111114006-BEA,80111114006,801111140,ACT - South West,Bean,221,230
80111114101-BEA,80111114101,801111141,Namadgi,Bean,43,43
90103100301-FEN,90103100301,901031003,Jervis Bay,Fenner,102,103
90103100302-FEN,90103100302,901031003,Jervis Bay,Fenner,122,122
90103100303-FEN,90103100303,901031003,Jervis Bay,Fenner,3,3
90103100304-FEN,90103100304,901031003,Jervis Bay,Fenner,2,2
90104100401-BEA,90104100401,901041004,Norfolk Island,Bean,225,228
90104100402-BEA,90104100402,901041004,Norfolk Island,Bean,189,189
90104100403-BEA,90104100403,901041004,Norfolk Island,Bean,323,323
90104100404-BEA,90104100404,901041004,Norfolk Island,Bean,256,256
90104100405-BEA,90104100405,901041004,Norfolk Island,Bean,0,0
90104100406-BEA,90104100406,901041004,Norfolk Island,Bean,0,0
90104100407-BEA,90104100407,901041004,Norfolk Island,Bean,257,257
90104100408-BEA,90104100408,901041004,Norfolk Island,Bean,0,0
