SA1_CODE_DIV,DIVISION,SA2_CODE,SA2_NAME,SA1_CODE,SA1_7_CODE,ACTUAL,PROJECTED
30904124231-WRI,WRIGHT,309041242,Tamborine - Canungra,30904124231,3124231,153,160
30904124232-WRI,WRIGHT,309041242,Tamborine - Canungra,30904124232,3124232,483,491
30904124233-WRI,WRIGHT,309041242,Tamborine - Canungra,30904124233,3124233,476,484
30904124234-WRI,WRIGHT,309041242,Tamborine - Canungra,30904124234,3124234,300,312
30904124235-WRI,WRIGHT,309041242,Tamborine - Canungra,30904124235,3124235,292,297
30904124236-WRI,WRIGHT,309041242,Tamborine - Canungra,30904124236,3124236,365,357
30904124237-WRI,WRIGHT,309041242,Tamborine - Canungra,30904124237,3124237,298,305
30904124238-WRI,WRIGHT,309041242,Tamborine - Canungra,30904124238,3124238,260,268
30904124239-WRI,WRIGHT,309041242,Tamborine - Canungra,30904124239,3124239,309,314
30904124240-WRI,WRIGHT,309041242,Tamborine - Canungra,30904124240,3124240,96,98
30904124241-WRI,WRIGHT,309041242,Tamborine - Canungra,30904124241,3124241,165,168
30905124301-MCP,MCPHERSON,309051243,Currumbin Valley - Tallebudgera,30905124301,3124301,354,377
30905124302-MCP,MCPHERSON,309051243,Currumbin Valley - Tallebudgera,30905124302,3124302,282,298
30905124303-MCP,MCPHERSON,309051243,Currumbin Valley - Tallebudgera,30905124303,3124303,668,693
30905124304-MCP,MCPHERSON,309051243,Currumbin Valley - Tallebudgera,30905124304,3124304,51,53
30905124305-MCP,MCPHERSON,309051243,Currumbin Valley - Tallebudgera,30905124305,3124305,218,220
30905124306-MCP,MCPHERSON,309051243,Currumbin Valley - Tallebudgera,30905124306,3124306,446,461
30905124307-MCP,MCPHERSON,309051243,Currumbin Valley - Tallebudgera,30905124307,3124307,486,520
30905124308-MCP,MCPHERSON,309051243,Currumbin Valley - Tallebudgera,30905124308,3124308,235,244
30905124309-MCP,MCPHERSON,309051243,Currumbin Valley - Tallebudgera,30905124309,3124309,380,404
30905124310-MCP,MCPHERSON,309051243,Currumbin Valley - Tallebudgera,30905124310,3124310,322,331
30905124311-MCP,MCPHERSON,309051243,Currumbin Valley - Tallebudgera,30905124311,3124311,322,320
30905124312-MCP,MCPHERSON,309051243,Currumbin Valley - Tallebudgera,30905124312,3124312,405,422
30905124313-MCP,MCPHERSON,309051243,Currumbin Valley - Tallebudgera,30905124313,3124313,313,331
30905124314-MCP,MCPHERSON,309051243,Currumbin Valley - Tallebudgera,30905124314,3124314,281,302
30905124315-MCP,MCPHERSON,309051243,Currumbin Valley - Tallebudgera,30905124315,3124315,450,440
30905124316-MCP,MCPHERSON,309051243,Currumbin Valley - Tallebudgera,30905124316,3124316,304,297
30905124317-MCP,MCPHERSON,309051243,Currumbin Valley - Tallebudgera,30905124317,3124317,288,295
30905124318-MCP,MCPHERSON,309051243,Currumbin Valley - Tallebudgera,30905124318,3124318,311,321
30905124401-WRI,WRIGHT,309051244,Mudgeeraba - Bonogin,30905124401,3124401,110,111
30905124402-WRI,WRIGHT,309051244,Mudgeeraba - Bonogin,30905124402,3124402,177,172
30905124403-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124403,3124403,245,239
30905124404-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124404,3124404,159,159
30905124405-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124405,3124405,371,413
30905124406-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124406,3124406,337,328
30905124407-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124407,3124407,301,307
30905124408-WRI,WRIGHT,309051244,Mudgeeraba - Bonogin,30905124408,3124408,487,514
30905124409-WRI,WRIGHT,309051244,Mudgeeraba - Bonogin,30905124409,3124409,254,270
30905124410-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124410,3124410,0,0
30905124411-WRI,WRIGHT,309051244,Mudgeeraba - Bonogin,30905124411,3124411,0,0
30905124412-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124412,3124412,236,236
30905124413-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124413,3124413,357,366
30905124414-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124414,3124414,411,413
30905124415-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124415,3124415,132,130
30905124416-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124416,3124416,349,340
30905124417-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124417,3124417,233,236
30905124418-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124418,3124418,230,242
30905124419-WRI,WRIGHT,309051244,Mudgeeraba - Bonogin,30905124419,3124419,318,348
30905124420-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124420,3124420,642,688
30905124420-WRI,WRIGHT,309051244,Mudgeeraba - Bonogin,30905124420,3124420,3,3
30905124421-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124421,3124421,344,343
30905124422-WRI,WRIGHT,309051244,Mudgeeraba - Bonogin,30905124422,3124422,225,239
30905124423-WRI,WRIGHT,309051244,Mudgeeraba - Bonogin,30905124423,3124423,455,487
30905124424-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124424,3124424,316,325
30905124425-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124425,3124425,380,370
30905124426-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124426,3124426,204,204
30905124427-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124427,3124427,251,268
30905124428-WRI,WRIGHT,309051244,Mudgeeraba - Bonogin,30905124428,3124428,302,301
30905124431-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124431,3124431,332,323
30905124432-WRI,WRIGHT,309051244,Mudgeeraba - Bonogin,30905124432,3124432,405,418
30905124433-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124433,3124433,1,1
30905124433-WRI,WRIGHT,309051244,Mudgeeraba - Bonogin,30905124433,3124433,402,425
30905124434-WRI,WRIGHT,309051244,Mudgeeraba - Bonogin,30905124434,3124434,284,300
30905124435-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124435,3124435,101,98
30905124435-WRI,WRIGHT,309051244,Mudgeeraba - Bonogin,30905124435,3124435,399,389
30905124436-WRI,WRIGHT,309051244,Mudgeeraba - Bonogin,30905124436,3124436,287,311
30905124437-WRI,WRIGHT,309051244,Mudgeeraba - Bonogin,30905124437,3124437,201,205
30905124438-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124438,3124438,330,328
30905124439-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124439,3124439,229,233
30905124440-WRI,WRIGHT,309051244,Mudgeeraba - Bonogin,30905124440,3124440,242,240
30905124441-WRI,WRIGHT,309051244,Mudgeeraba - Bonogin,30905124441,3124441,234,239
30905124442-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124442,3124442,197,195
30905124443-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124443,3124443,395,385
30905124444-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124444,3124444,234,245
30905124445-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124445,3124445,305,308
30905124446-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124446,3124446,449,474
30905124447-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124447,3124447,337,335
30905124448-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124448,3124448,473,500
30905124449-MCP,MCPHERSON,309051244,Mudgeeraba - Bonogin,30905124449,3124449,516,565
30905124502-MCP,MCPHERSON,309051245,Reedy Creek - Andrews,30905124502,3124502,128,137
30905124503-MCP,MCPHERSON,309051245,Reedy Creek - Andrews,30905124503,3124503,434,450
30905124504-MCP,MCPHERSON,309051245,Reedy Creek - Andrews,30905124504,3124504,291,308
30905124505-MCP,MCPHERSON,309051245,Reedy Creek - Andrews,30905124505,3124505,567,591
30905124506-MCP,MCPHERSON,309051245,Reedy Creek - Andrews,30905124506,3124506,329,340
30905124507-MCP,MCPHERSON,309051245,Reedy Creek - Andrews,30905124507,3124507,216,227
30905124509-MCP,MCPHERSON,309051245,Reedy Creek - Andrews,30905124509,3124509,439,430
30905124510-MCP,MCPHERSON,309051245,Reedy Creek - Andrews,30905124510,3124510,794,857
30905124511-MCP,MCPHERSON,309051245,Reedy Creek - Andrews,30905124511,3124511,266,267
30905124512-MCP,MCPHERSON,309051245,Reedy Creek - Andrews,30905124512,3124512,618,645
30905124513-MCP,MCPHERSON,309051245,Reedy Creek - Andrews,30905124513,3124513,761,782
30905124514-MCP,MCPHERSON,309051245,Reedy Creek - Andrews,30905124514,3124514,188,196
30905124515-MCP,MCPHERSON,309051245,Reedy Creek - Andrews,30905124515,3124515,476,518
30905124516-MCP,MCPHERSON,309051245,Reedy Creek - Andrews,30905124516,3124516,390,400
30905124517-MCP,MCPHERSON,309051245,Reedy Creek - Andrews,30905124517,3124517,305,329
30906124601-MON,MONCRIEFF,309061246,Carrara,30906124601,3124601,10,10
30906124602-MON,MONCRIEFF,309061246,Carrara,30906124602,3124602,268,284
30906124603-MON,MONCRIEFF,309061246,Carrara,30906124603,3124603,499,509
30906124604-MON,MONCRIEFF,309061246,Carrara,30906124604,3124604,221,216
30906124605-MON,MONCRIEFF,309061246,Carrara,30906124605,3124605,260,268
30906124606-MON,MONCRIEFF,309061246,Carrara,30906124606,3124606,9,9
30906124607-MON,MONCRIEFF,309061246,Carrara,30906124607,3124607,639,674
30906124608-MON,MONCRIEFF,309061246,Carrara,30906124608,3124608,224,235
30906124609-MON,MONCRIEFF,309061246,Carrara,30906124609,3124609,320,313
30906124610-MON,MONCRIEFF,309061246,Carrara,30906124610,3124610,306,300
30906124611-MON,MONCRIEFF,309061246,Carrara,30906124611,3124611,417,442
30906124612-MON,MONCRIEFF,309061246,Carrara,30906124612,3124612,184,203
30906124613-MON,MONCRIEFF,309061246,Carrara,30906124613,3124613,337,348
30906124614-MON,MONCRIEFF,309061246,Carrara,30906124614,3124614,205,218
30906124615-MON,MONCRIEFF,309061246,Carrara,30906124615,3124615,106,112
30906124616-MON,MONCRIEFF,309061246,Carrara,30906124616,3124616,301,307
30906124617-MON,MONCRIEFF,309061246,Carrara,30906124617,3124617,490,480
30906124618-MON,MONCRIEFF,309061246,Carrara,30906124618,3124618,237,258
30906124619-MON,MONCRIEFF,309061246,Carrara,30906124619,3124619,245,272
30906124620-MON,MONCRIEFF,309061246,Carrara,30906124620,3124620,263,281
30906124621-MON,MONCRIEFF,309061246,Carrara,30906124621,3124621,266,283
30906124622-MON,MONCRIEFF,309061246,Carrara,30906124622,3124622,202,212
30906124625-MON,MONCRIEFF,309061246,Carrara,30906124625,3124625,243,267
30906124626-MON,MONCRIEFF,309061246,Carrara,30906124626,3124626,333,326
30906124627-MON,MONCRIEFF,309061246,Carrara,30906124627,3124627,376,385
30906124628-MON,MONCRIEFF,309061246,Carrara,30906124628,3124628,417,425
30906124629-MON,MONCRIEFF,309061246,Carrara,30906124629,3124629,443,457
30906124630-MON,MONCRIEFF,309061246,Carrara,30906124630,3124630,0,0
30906124631-MON,MONCRIEFF,309061246,Carrara,30906124631,3124631,0,0
30906124632-MON,MONCRIEFF,309061246,Carrara,30906124632,3124632,441,473
30906124633-MON,MONCRIEFF,309061246,Carrara,30906124633,3124633,300,314
30906124634-MON,MONCRIEFF,309061246,Carrara,30906124634,3124634,304,316
30906124635-MON,MONCRIEFF,309061246,Carrara,30906124635,3124635,391,400
30906124636-MON,MONCRIEFF,309061246,Carrara,30906124636,3124636,191,196
30906124637-MON,MONCRIEFF,309061246,Carrara,30906124637,3124637,319,346
30906124701-MON,MONCRIEFF,309061247,Highland Park,30906124701,3124701,312,327
30906124702-MON,MONCRIEFF,309061247,Highland Park,30906124702,3124702,246,251
30906124703-MON,MONCRIEFF,309061247,Highland Park,30906124703,3124703,266,277
30906124705-MON,MONCRIEFF,309061247,Highland Park,30906124705,3124705,429,441
30906124706-MON,MONCRIEFF,309061247,Highland Park,30906124706,3124706,255,260
30906124707-MON,MONCRIEFF,309061247,Highland Park,30906124707,3124707,401,419
30906124708-MON,MONCRIEFF,309061247,Highland Park,30906124708,3124708,352,341
30906124709-MON,MONCRIEFF,309061247,Highland Park,30906124709,3124709,192,202
30906124710-MON,MONCRIEFF,309061247,Highland Park,30906124710,3124710,250,258
30906124711-MON,MONCRIEFF,309061247,Highland Park,30906124711,3124711,340,352
30906124712-MON,MONCRIEFF,309061247,Highland Park,30906124712,3124712,172,169
30906124713-MON,MONCRIEFF,309061247,Highland Park,30906124713,3124713,185,179
30906124714-MON,MONCRIEFF,309061247,Highland Park,30906124714,3124714,208,225
30906124715-MON,MONCRIEFF,309061247,Highland Park,30906124715,3124715,246,249
30906124716-MON,MONCRIEFF,309061247,Highland Park,30906124716,3124716,191,201
30906124717-MON,MONCRIEFF,309061247,Highland Park,30906124717,3124717,205,199
30906124718-MON,MONCRIEFF,309061247,Highland Park,30906124718,3124718,422,425
30906124719-MON,MONCRIEFF,309061247,Highland Park,30906124719,3124719,0,0
30906124720-MON,MONCRIEFF,309061247,Highland Park,30906124720,3124720,192,202
30906124721-MON,MONCRIEFF,309061247,Highland Park,30906124721,3124721,337,353
30906124722-MON,MONCRIEFF,309061247,Highland Park,30906124722,3124722,225,218
30906124723-MON,MONCRIEFF,309061247,Highland Park,30906124723,3124723,245,259
30906124724-MON,MONCRIEFF,309061247,Highland Park,30906124724,3124724,160,167
30906124725-MON,MONCRIEFF,309061247,Highland Park,30906124725,3124725,385,410
30906124801-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124801,3124801,155,159
30906124802-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124802,3124802,155,162
30906124803-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124803,3124803,264,287
30906124804-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124804,3124804,568,597
30906124805-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124805,3124805,15,16
30906124806-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124806,3124806,325,317
30906124807-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124807,3124807,411,431
30906124808-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124808,3124808,411,417
30906124809-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124809,3124809,243,244
30906124810-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124810,3124810,233,238
30906124811-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124811,3124811,346,356
30906124812-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124812,3124812,145,146
30906124813-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124813,3124813,246,265
30906124814-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124814,3124814,315,316
30906124815-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124815,3124815,192,202
30906124818-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124818,3124818,412,402
30906124819-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124819,3124819,365,369
30906124820-WRI,WRIGHT,309061248,Nerang - Mount Nathan,30906124820,3124820,242,260
30906124821-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124821,3124821,409,409
30906124822-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124822,3124822,337,355
30906124823-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124823,3124823,301,305
30906124824-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124824,3124824,430,437
30906124825-WRI,WRIGHT,309061248,Nerang - Mount Nathan,30906124825,3124825,482,523
30906124826-WRI,WRIGHT,309061248,Nerang - Mount Nathan,30906124826,3124826,234,255
30906124827-WRI,WRIGHT,309061248,Nerang - Mount Nathan,30906124827,3124827,0,0
30906124828-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124828,3124828,400,414
30906124829-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124829,3124829,448,449
30906124830-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124830,3124830,242,253
30906124831-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124831,3124831,370,385
30906124832-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124832,3124832,443,461
30906124833-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124833,3124833,344,366
30906124834-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124834,3124834,263,266
30906124835-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124835,3124835,510,521
30906124836-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124836,3124836,284,285
30906124837-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124837,3124837,338,347
30906124838-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124838,3124838,230,235
30906124838-WRI,WRIGHT,309061248,Nerang - Mount Nathan,30906124838,3124838,43,44
30906124839-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124839,3124839,390,415
30906124840-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124840,3124840,326,344
30906124841-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124841,3124841,218,220
30906124842-WRI,WRIGHT,309061248,Nerang - Mount Nathan,30906124842,3124842,275,286
30906124843-WRI,WRIGHT,309061248,Nerang - Mount Nathan,30906124843,3124843,384,407
30906124844-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124844,3124844,62,66
30906124844-WRI,WRIGHT,309061248,Nerang - Mount Nathan,30906124844,3124844,305,324
30906124845-WRI,WRIGHT,309061248,Nerang - Mount Nathan,30906124845,3124845,139,153
30906124846-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124846,3124846,267,270
30906124847-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124847,3124847,206,210
30906124847-WRI,WRIGHT,309061248,Nerang - Mount Nathan,30906124847,3124847,0,0
30906124848-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124848,3124848,0,0
30906124848-WRI,WRIGHT,309061248,Nerang - Mount Nathan,30906124848,3124848,76,83
30906124849-WRI,WRIGHT,309061248,Nerang - Mount Nathan,30906124849,3124849,441,454
30906124850-MON,MONCRIEFF,309061248,Nerang - Mount Nathan,30906124850,3124850,46,47
30906124850-WRI,WRIGHT,309061248,Nerang - Mount Nathan,30906124850,3124850,371,383
30906124851-WRI,WRIGHT,309061248,Nerang - Mount Nathan,30906124851,3124851,257,265
30906124852-WRI,WRIGHT,309061248,Nerang - Mount Nathan,30906124852,3124852,691,706
30906124901-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124901,3124901,200,200
30906124902-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124902,3124902,224,217
30906124903-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124903,3124903,290,296
30906124904-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124904,3124904,217,211
30906124905-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124905,3124905,264,256
30906124906-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124906,3124906,192,201
30906124907-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124907,3124907,319,324
30906124908-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124908,3124908,248,260
30906124909-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124909,3124909,452,466
30906124913-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124913,3124913,274,290
30906124914-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124914,3124914,407,395
30906124915-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124915,3124915,279,299
30906124916-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124916,3124916,533,534
30906124917-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124917,3124917,269,292
30906124918-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124918,3124918,245,260
30906124919-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124919,3124919,174,178
30906124920-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124920,3124920,351,363
30906124921-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124921,3124921,283,289
30906124922-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124922,3124922,443,461
30906124923-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124923,3124923,433,451
30906124924-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124924,3124924,302,304
30906124925-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124925,3124925,421,457
30906124927-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124927,3124927,413,407
30906124929-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124929,3124929,153,160
30906124930-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124930,3124930,314,312
30906124931-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124931,3124931,440,452
30906124932-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124932,3124932,292,298
30906124933-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124933,3124933,320,340
30906124933-WRI,WRIGHT,309061249,Pacific Pines - Gaven,30906124933,3124933,160,170
30906124934-WRI,WRIGHT,309061249,Pacific Pines - Gaven,30906124934,3124934,0,0
30906124935-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124935,3124935,219,224
30906124936-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124936,3124936,250,254
30906124937-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124937,3124937,233,242
30906124938-WRI,WRIGHT,309061249,Pacific Pines - Gaven,30906124938,3124938,388,377
30906124939-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124939,3124939,380,373
30906124940-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124940,3124940,279,276
30906124941-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124941,3124941,341,347
30906124942-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124942,3124942,482,481
30906124943-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124943,3124943,270,273
30906124944-FAD,FADDEN,309061249,Pacific Pines - Gaven,30906124944,3124944,335,348
30906125001-WRI,WRIGHT,309061250,Worongary - Tallai,30906125001,3125001,493,523
30906125002-WRI,WRIGHT,309061250,Worongary - Tallai,30906125002,3125002,339,360
30906125003-MON,MONCRIEFF,309061250,Worongary - Tallai,30906125003,3125003,0,98
30906125003-WRI,WRIGHT,309061250,Worongary - Tallai,30906125003,3125003,600,740
30906125004-WRI,WRIGHT,309061250,Worongary - Tallai,30906125004,3125004,448,468
30906125005-WRI,WRIGHT,309061250,Worongary - Tallai,30906125005,3125005,284,294
30906125006-WRI,WRIGHT,309061250,Worongary - Tallai,30906125006,3125006,510,549
30906125007-WRI,WRIGHT,309061250,Worongary - Tallai,30906125007,3125007,383,418
30906125008-WRI,WRIGHT,309061250,Worongary - Tallai,30906125008,3125008,321,329
30906125009-WRI,WRIGHT,309061250,Worongary - Tallai,30906125009,3125009,382,402
30906125010-WRI,WRIGHT,309061250,Worongary - Tallai,30906125010,3125010,293,313
30906125011-WRI,WRIGHT,309061250,Worongary - Tallai,30906125011,3125011,402,427
30906125012-WRI,WRIGHT,309061250,Worongary - Tallai,30906125012,3125012,476,493
30906125013-WRI,WRIGHT,309061250,Worongary - Tallai,30906125013,3125013,182,188
30906125014-WRI,WRIGHT,309061250,Worongary - Tallai,30906125014,3125014,519,549
30906125015-WRI,WRIGHT,309061250,Worongary - Tallai,30906125015,3125015,429,464
30906125016-WRI,WRIGHT,309061250,Worongary - Tallai,30906125016,3125016,272,285
30906125017-WRI,WRIGHT,309061250,Worongary - Tallai,30906125017,3125017,534,562
30907125104-FAD,FADDEN,309071251,Coomera,30907125104,3125104,299,306
30907125107-FAD,FADDEN,309071251,Coomera,30907125107,3125107,535,642
30907125108-FAD,FADDEN,309071251,Coomera,30907125108,3125108,537,604
30907125110-FAD,FADDEN,309071251,Coomera,30907125110,3125110,317,325
30907125111-FAD,FADDEN,309071251,Coomera,30907125111,3125111,333,379
30907125112-FAD,FADDEN,309071251,Coomera,30907125112,3125112,203,208
30907125115-FAD,FADDEN,309071251,Coomera,30907125115,3125115,418,475
30907125116-FAD,FADDEN,309071251,Coomera,30907125116,3125116,403,473
30907125117-FAD,FADDEN,309071251,Coomera,30907125117,3125117,273,302
30907125118-FAD,FADDEN,309071251,Coomera,30907125118,3125118,592,683
30907125120-FAD,FADDEN,309071251,Coomera,30907125120,3125120,418,479
30907125121-FAD,FADDEN,309071251,Coomera,30907125121,3125121,51,58
30907125123-FAD,FADDEN,309071251,Coomera,30907125123,3125123,424,495
30907125125-FAD,FADDEN,309071251,Coomera,30907125125,3125125,287,332
30907125126-FAD,FADDEN,309071251,Coomera,30907125126,3125126,225,262
30907125127-FAD,FADDEN,309071251,Coomera,30907125127,3125127,200,245
30907125128-FAD,FADDEN,309071251,Coomera,30907125128,3125128,321,329
30907125129-FAD,FADDEN,309071251,Coomera,30907125129,3125129,333,387
30907125130-FAD,FADDEN,309071251,Coomera,30907125130,3125130,182,199
30907125131-FAD,FADDEN,309071251,Coomera,30907125131,3125131,322,387
30907125132-FAD,FADDEN,309071251,Coomera,30907125132,3125132,431,493
30907125133-FAD,FADDEN,309071251,Coomera,30907125133,3125133,281,318
30907125134-FAD,FADDEN,309071251,Coomera,30907125134,3125134,311,339
30907125135-FAD,FADDEN,309071251,Coomera,30907125135,3125135,321,359
30907125136-FAD,FADDEN,309071251,Coomera,30907125136,3125136,196,225
30907125137-FAD,FADDEN,309071251,Coomera,30907125137,3125137,279,286
30907125138-FAD,FADDEN,309071251,Coomera,30907125138,3125138,156,170
30907125139-FAD,FADDEN,309071251,Coomera,30907125139,3125139,294,324
30907125140-FAD,FADDEN,309071251,Coomera,30907125140,3125140,272,297
30907125141-FAD,FADDEN,309071251,Coomera,30907125141,3125141,385,421
30907125142-FAD,FADDEN,309071251,Coomera,30907125142,3125142,68,80
30907125143-FAD,FADDEN,309071251,Coomera,30907125143,3125143,182,202
30907125144-FAD,FADDEN,309071251,Coomera,30907125144,3125144,235,241
30907125145-FAD,FADDEN,309071251,Coomera,30907125145,3125145,172,176
30907125146-FAD,FADDEN,309071251,Coomera,30907125146,3125146,353,362
30907125147-FAD,FADDEN,309071251,Coomera,30907125147,3125147,269,302
30907125148-FAD,FADDEN,309071251,Coomera,30907125148,3125148,240,246
30907125149-FAD,FADDEN,309071251,Coomera,30907125149,3125149,950,1148
30907125150-FAD,FADDEN,309071251,Coomera,30907125150,3125150,243,269
30907125151-FAD,FADDEN,309071251,Coomera,30907125151,3125151,273,309
30907125201-FAD,FADDEN,309071252,Helensvale,30907125201,3125201,295,309
30907125202-FAD,FADDEN,309071252,Helensvale,30907125202,3125202,350,367
30907125203-FAD,FADDEN,309071252,Helensvale,30907125203,3125203,318,335
30907125204-FAD,FADDEN,309071252,Helensvale,30907125204,3125204,265,274
30907125205-FAD,FADDEN,309071252,Helensvale,30907125205,3125205,194,209
30907125206-FAD,FADDEN,309071252,Helensvale,30907125206,3125206,277,295
30907125207-FAD,FADDEN,309071252,Helensvale,30907125207,3125207,432,456
30907125210-FAD,FADDEN,309071252,Helensvale,30907125210,3125210,378,395
30907125211-FAD,FADDEN,309071252,Helensvale,30907125211,3125211,343,370
30907125212-FAD,FADDEN,309071252,Helensvale,30907125212,3125212,379,423
30907125213-FAD,FADDEN,309071252,Helensvale,30907125213,3125213,364,372
