SA1_CODE_DIV,DIVISION,SA2_CODE,SA2_NAME,SA1_CODE,SA1_7_CODE,ACTUAL,PROJECTED
30101100101-BOW,BOWMAN,301011001,Alexandra Hills,30101100101,3100101,322,316
30101100102-BOW,BOWMAN,301011001,Alexandra Hills,30101100102,3100102,225,223
30101100103-BOW,BOWMAN,301011001,Alexandra Hills,30101100103,3100103,450,471
30101100104-BOW,BOWMAN,301011001,Alexandra Hills,30101100104,3100104,298,302
30101100105-BOW,BOWMAN,301011001,Alexandra Hills,30101100105,3100105,159,164
30101100106-BOW,BOWMAN,301011001,Alexandra Hills,30101100106,3100106,193,196
30101100107-BOW,BOWMAN,301011001,Alexandra Hills,30101100107,3100107,180,179
30101100108-BOW,BOWMAN,301011001,Alexandra Hills,30101100108,3100108,314,302
30101100109-BOW,BOWMAN,301011001,Alexandra Hills,30101100109,3100109,348,353
30101100110-BOW,BOWMAN,301011001,Alexandra Hills,30101100110,3100110,306,303
30101100111-BOW,BOWMAN,301011001,Alexandra Hills,30101100111,3100111,386,382
30101100112-BOW,BOWMAN,301011001,Alexandra Hills,30101100112,3100112,191,198
30101100113-BOW,BOWMAN,301011001,Alexandra Hills,30101100113,3100113,215,222
30101100114-BOW,BOWMAN,301011001,Alexandra Hills,30101100114,3100114,364,364
30101100115-BOW,BOWMAN,301011001,Alexandra Hills,30101100115,3100115,342,346
30101100116-BOW,BOWMAN,301011001,Alexandra Hills,30101100116,3100116,405,403
30101100117-BOW,BOWMAN,301011001,Alexandra Hills,30101100117,3100117,447,467
30101100118-BOW,BOWMAN,301011001,Alexandra Hills,30101100118,3100118,376,375
30101100119-BOW,BOWMAN,301011001,Alexandra Hills,30101100119,3100119,323,323
30101100120-BOW,BOWMAN,301011001,Alexandra Hills,30101100120,3100120,208,200
30101100121-BOW,BOWMAN,301011001,Alexandra Hills,30101100121,3100121,353,348
30101100122-BOW,BOWMAN,301011001,Alexandra Hills,30101100122,3100122,281,278
30101100123-BOW,BOWMAN,301011001,Alexandra Hills,30101100123,3100123,370,377
30101100124-BOW,BOWMAN,301011001,Alexandra Hills,30101100124,3100124,177,184
30101100125-BOW,BOWMAN,301011001,Alexandra Hills,30101100125,3100125,220,229
30101100126-BOW,BOWMAN,301011001,Alexandra Hills,30101100126,3100126,258,253
30101100127-BOW,BOWMAN,301011001,Alexandra Hills,30101100127,3100127,188,185
30101100128-BOW,BOWMAN,301011001,Alexandra Hills,30101100128,3100128,307,303
30101100129-BOW,BOWMAN,301011001,Alexandra Hills,30101100129,3100129,281,285
30101100130-BOW,BOWMAN,301011001,Alexandra Hills,30101100130,3100130,402,401
30101100131-BOW,BOWMAN,301011001,Alexandra Hills,30101100131,3100131,296,292
30101100132-BOW,BOWMAN,301011001,Alexandra Hills,30101100132,3100132,132,131
30101100133-BOW,BOWMAN,301011001,Alexandra Hills,30101100133,3100133,322,314
30101100134-BOW,BOWMAN,301011001,Alexandra Hills,30101100134,3100134,241,233
30101100135-BOW,BOWMAN,301011001,Alexandra Hills,30101100135,3100135,251,258
30101100136-BOW,BOWMAN,301011001,Alexandra Hills,30101100136,3100136,311,313
30101100137-BOW,BOWMAN,301011001,Alexandra Hills,30101100137,3100137,218,217
30101100138-BOW,BOWMAN,301011001,Alexandra Hills,30101100138,3100138,176,172
30101100139-BOW,BOWMAN,301011001,Alexandra Hills,30101100139,3100139,313,327
30101100140-BOW,BOWMAN,301011001,Alexandra Hills,30101100140,3100140,347,351
30101100141-BOW,BOWMAN,301011001,Alexandra Hills,30101100141,3100141,290,308
30101100142-BOW,BOWMAN,301011001,Alexandra Hills,30101100142,3100142,259,264
30101100143-BOW,BOWMAN,301011001,Alexandra Hills,30101100143,3100143,0,0
30101100144-BOW,BOWMAN,301011001,Alexandra Hills,30101100144,3100144,0,0
30101100145-BOW,BOWMAN,301011001,Alexandra Hills,30101100145,3100145,293,289
30101100201-BON,BONNER,301011002,Belmont - Gumdale,30101100201,3100201,209,206
30101100202-BON,BONNER,301011002,Belmont - Gumdale,30101100202,3100202,322,315
30101100203-BON,BONNER,301011002,Belmont - Gumdale,30101100203,3100203,217,218
30101100204-BON,BONNER,301011002,Belmont - Gumdale,30101100204,3100204,416,433
30101100205-BON,BONNER,301011002,Belmont - Gumdale,30101100205,3100205,317,314
30101100206-BON,BONNER,301011002,Belmont - Gumdale,30101100206,3100206,413,424
30101100207-BON,BONNER,301011002,Belmont - Gumdale,30101100207,3100207,185,186
30101100208-BON,BONNER,301011002,Belmont - Gumdale,30101100208,3100208,219,227
30101100209-BON,BONNER,301011002,Belmont - Gumdale,30101100209,3100209,323,317
30101100210-BON,BONNER,301011002,Belmont - Gumdale,30101100210,3100210,290,311
30101100211-BON,BONNER,301011002,Belmont - Gumdale,30101100211,3100211,7,7
30101100212-BON,BONNER,301011002,Belmont - Gumdale,30101100212,3100212,188,180
30101100213-BON,BONNER,301011002,Belmont - Gumdale,30101100213,3100213,377,368
30101100214-BON,BONNER,301011002,Belmont - Gumdale,30101100214,3100214,165,162
30101100215-BON,BONNER,301011002,Belmont - Gumdale,30101100215,3100215,333,322
30101100216-BON,BONNER,301011002,Belmont - Gumdale,30101100216,3100216,258,252
30101100217-BON,BONNER,301011002,Belmont - Gumdale,30101100217,3100217,92,89
30101100218-BON,BONNER,301011002,Belmont - Gumdale,30101100218,3100218,238,229
30101100219-BON,BONNER,301011002,Belmont - Gumdale,30101100219,3100219,498,502
30101100220-BON,BONNER,301011002,Belmont - Gumdale,30101100220,3100220,219,223
30101100221-BON,BONNER,301011002,Belmont - Gumdale,30101100221,3100221,305,293
30101100301-BOW,BOWMAN,301011003,Birkdale,30101100301,3100301,305,295
30101100302-BOW,BOWMAN,301011003,Birkdale,30101100302,3100302,406,414
30101100303-BOW,BOWMAN,301011003,Birkdale,30101100303,3100303,368,370
30101100304-BOW,BOWMAN,301011003,Birkdale,30101100304,3100304,478,485
30101100305-BOW,BOWMAN,301011003,Birkdale,30101100305,3100305,356,368
30101100306-BOW,BOWMAN,301011003,Birkdale,30101100306,3100306,372,384
30101100307-BOW,BOWMAN,301011003,Birkdale,30101100307,3100307,475,478
30101100308-BOW,BOWMAN,301011003,Birkdale,30101100308,3100308,206,217
30101100309-BOW,BOWMAN,301011003,Birkdale,30101100309,3100309,214,214
30101100310-BOW,BOWMAN,301011003,Birkdale,30101100310,3100310,545,548
30101100311-BOW,BOWMAN,301011003,Birkdale,30101100311,3100311,364,383
30101100312-BOW,BOWMAN,301011003,Birkdale,30101100312,3100312,220,231
30101100313-BOW,BOWMAN,301011003,Birkdale,30101100313,3100313,360,369
30101100314-BOW,BOWMAN,301011003,Birkdale,30101100314,3100314,298,288
30101100315-BOW,BOWMAN,301011003,Birkdale,30101100315,3100315,288,305
30101100316-BOW,BOWMAN,301011003,Birkdale,30101100316,3100316,560,551
30101100317-BOW,BOWMAN,301011003,Birkdale,30101100317,3100317,395,420
30101100318-BOW,BOWMAN,301011003,Birkdale,30101100318,3100318,295,297
30101100319-BOW,BOWMAN,301011003,Birkdale,30101100319,3100319,352,364
30101100320-BOW,BOWMAN,301011003,Birkdale,30101100320,3100320,347,363
30101100321-BOW,BOWMAN,301011003,Birkdale,30101100321,3100321,404,403
30101100322-BOW,BOWMAN,301011003,Birkdale,30101100322,3100322,234,237
30101100323-BOW,BOWMAN,301011003,Birkdale,30101100323,3100323,397,392
30101100324-BOW,BOWMAN,301011003,Birkdale,30101100324,3100324,447,458
30101100325-BOW,BOWMAN,301011003,Birkdale,30101100325,3100325,444,444
30101100326-BOW,BOWMAN,301011003,Birkdale,30101100326,3100326,3,3
30101100327-BOW,BOWMAN,301011003,Birkdale,30101100327,3100327,17,16
30101100328-BOW,BOWMAN,301011003,Birkdale,30101100328,3100328,246,238
30101100329-BOW,BOWMAN,301011003,Birkdale,30101100329,3100329,272,265
30101100330-BOW,BOWMAN,301011003,Birkdale,30101100330,3100330,300,298
30101100331-BOW,BOWMAN,301011003,Birkdale,30101100331,3100331,242,257
30101100332-BOW,BOWMAN,301011003,Birkdale,30101100332,3100332,312,302
30101100333-BOW,BOWMAN,301011003,Birkdale,30101100333,3100333,205,209
30101100334-BOW,BOWMAN,301011003,Birkdale,30101100334,3100334,237,256
30101100335-BOW,BOWMAN,301011003,Birkdale,30101100335,3100335,507,514
30101100336-BOW,BOWMAN,301011003,Birkdale,30101100336,3100336,289,293
30101100401-BOW,BOWMAN,301011004,Capalaba,30101100401,3100401,320,320
30101100402-BOW,BOWMAN,301011004,Capalaba,30101100402,3100402,424,410
30101100403-BOW,BOWMAN,301011004,Capalaba,30101100403,3100403,442,446
30101100404-BOW,BOWMAN,301011004,Capalaba,30101100404,3100404,425,420
30101100405-BOW,BOWMAN,301011004,Capalaba,30101100405,3100405,345,333
30101100406-BOW,BOWMAN,301011004,Capalaba,30101100406,3100406,204,202
30101100407-BOW,BOWMAN,301011004,Capalaba,30101100407,3100407,289,289
30101100408-BOW,BOWMAN,301011004,Capalaba,30101100408,3100408,373,372
30101100409-BOW,BOWMAN,301011004,Capalaba,30101100409,3100409,425,434
30101100410-BOW,BOWMAN,301011004,Capalaba,30101100410,3100410,430,428
30101100411-BOW,BOWMAN,301011004,Capalaba,30101100411,3100411,184,190
30101100412-BOW,BOWMAN,301011004,Capalaba,30101100412,3100412,185,184
30101100413-BOW,BOWMAN,301011004,Capalaba,30101100413,3100413,370,356
30101100414-BOW,BOWMAN,301011004,Capalaba,30101100414,3100414,197,202
30101100415-BOW,BOWMAN,301011004,Capalaba,30101100415,3100415,227,221
30101100416-BOW,BOWMAN,301011004,Capalaba,30101100416,3100416,276,294
30101100417-BOW,BOWMAN,301011004,Capalaba,30101100417,3100417,332,340
30101100418-BOW,BOWMAN,301011004,Capalaba,30101100418,3100418,199,193
30101100419-BOW,BOWMAN,301011004,Capalaba,30101100419,3100419,234,227
30101100420-BOW,BOWMAN,301011004,Capalaba,30101100420,3100420,284,273
30101100421-BOW,BOWMAN,301011004,Capalaba,30101100421,3100421,396,394
30101100422-BOW,BOWMAN,301011004,Capalaba,30101100422,3100422,123,126
30101100423-BOW,BOWMAN,301011004,Capalaba,30101100423,3100423,190,194
30101100424-BOW,BOWMAN,301011004,Capalaba,30101100424,3100424,195,188
30101100425-BOW,BOWMAN,301011004,Capalaba,30101100425,3100425,223,229
30101100426-BOW,BOWMAN,301011004,Capalaba,30101100426,3100426,416,411
30101100428-BOW,BOWMAN,301011004,Capalaba,30101100428,3100428,330,329
30101100429-BOW,BOWMAN,301011004,Capalaba,30101100429,3100429,202,197
30101100430-BOW,BOWMAN,301011004,Capalaba,30101100430,3100430,465,486
30101100431-BOW,BOWMAN,301011004,Capalaba,30101100431,3100431,417,420
30101100432-BOW,BOWMAN,301011004,Capalaba,30101100432,3100432,90,87
30101100433-BOW,BOWMAN,301011004,Capalaba,30101100433,3100433,344,350
30101100434-BOW,BOWMAN,301011004,Capalaba,30101100434,3100434,329,344
30101100435-BOW,BOWMAN,301011004,Capalaba,30101100435,3100435,287,285
30101100436-BOW,BOWMAN,301011004,Capalaba,30101100436,3100436,245,237
30101100437-BOW,BOWMAN,301011004,Capalaba,30101100437,3100437,1,1
30101100439-BOW,BOWMAN,301011004,Capalaba,30101100439,3100439,379,381
30101100440-BOW,BOWMAN,301011004,Capalaba,30101100440,3100440,318,331
30101100441-BOW,BOWMAN,301011004,Capalaba,30101100441,3100441,245,240
30101100442-BOW,BOWMAN,301011004,Capalaba,30101100442,3100442,413,423
30101100443-BOW,BOWMAN,301011004,Capalaba,30101100443,3100443,291,304
30101100444-BOW,BOWMAN,301011004,Capalaba,30101100444,3100444,247,250
30101100445-BOW,BOWMAN,301011004,Capalaba,30101100445,3100445,250,268
30101100446-BOW,BOWMAN,301011004,Capalaba,30101100446,3100446,318,330
30101100447-BOW,BOWMAN,301011004,Capalaba,30101100447,3100447,448,444
30101100448-BOW,BOWMAN,301011004,Capalaba,30101100448,3100448,328,318
30101100501-BOW,BOWMAN,301011005,Thorneside,30101100501,3100501,344,356
30101100502-BOW,BOWMAN,301011005,Thorneside,30101100502,3100502,353,349
30101100503-BOW,BOWMAN,301011005,Thorneside,30101100503,3100503,340,361
30101100504-BOW,BOWMAN,301011005,Thorneside,30101100504,3100504,304,314
30101100505-BOW,BOWMAN,301011005,Thorneside,30101100505,3100505,224,223
30101100506-BOW,BOWMAN,301011005,Thorneside,30101100506,3100506,96,98
30101100507-BOW,BOWMAN,301011005,Thorneside,30101100507,3100507,333,346
30101100508-BOW,BOWMAN,301011005,Thorneside,30101100508,3100508,399,402
30101100509-BOW,BOWMAN,301011005,Thorneside,30101100509,3100509,220,225
30101100510-BOW,BOWMAN,301011005,Thorneside,30101100510,3100510,257,256
30101100601-BOW,BOWMAN,301011006,Wellington Point,30101100601,3100601,328,331
30101100602-BOW,BOWMAN,301011006,Wellington Point,30101100602,3100602,148,157
30101100603-BOW,BOWMAN,301011006,Wellington Point,30101100603,3100603,258,263
30101100604-BOW,BOWMAN,301011006,Wellington Point,30101100604,3100604,610,615
30101100605-BOW,BOWMAN,301011006,Wellington Point,30101100605,3100605,283,286
30101100606-BOW,BOWMAN,301011006,Wellington Point,30101100606,3100606,359,359
30101100607-BOW,BOWMAN,301011006,Wellington Point,30101100607,3100607,301,308
30101100609-BOW,BOWMAN,301011006,Wellington Point,30101100609,3100609,475,479
30101100610-BOW,BOWMAN,301011006,Wellington Point,30101100610,3100610,249,252
30101100611-BOW,BOWMAN,301011006,Wellington Point,30101100611,3100611,367,371
30101100612-BOW,BOWMAN,301011006,Wellington Point,30101100612,3100612,514,522
30101100613-BOW,BOWMAN,301011006,Wellington Point,30101100613,3100613,419,424
30101100614-BOW,BOWMAN,301011006,Wellington Point,30101100614,3100614,509,508
30101100615-BOW,BOWMAN,301011006,Wellington Point,30101100615,3100615,522,522
30101100616-BOW,BOWMAN,301011006,Wellington Point,30101100616,3100616,382,391
30101100617-BOW,BOWMAN,301011006,Wellington Point,30101100617,3100617,324,333
30101100618-BOW,BOWMAN,301011006,Wellington Point,30101100618,3100618,557,580
30101100619-BOW,BOWMAN,301011006,Wellington Point,30101100619,3100619,489,497
30101100620-BOW,BOWMAN,301011006,Wellington Point,30101100620,3100620,295,307
30101100621-BOW,BOWMAN,301011006,Wellington Point,30101100621,3100621,577,600
30101100622-BOW,BOWMAN,301011006,Wellington Point,30101100622,3100622,314,315
30101100623-BOW,BOWMAN,301011006,Wellington Point,30101100623,3100623,317,319
30101100625-BOW,BOWMAN,301011006,Wellington Point,30101100625,3100625,626,641
30101100626-BOW,BOWMAN,301011006,Wellington Point,30101100626,3100626,0,0
30102100701-BOW,BOWMAN,301021007,Cleveland,30102100701,3100701,221,232
30102100702-BOW,BOWMAN,301021007,Cleveland,30102100702,3100702,232,234
30102100703-BOW,BOWMAN,301021007,Cleveland,30102100703,3100703,383,401
30102100704-BOW,BOWMAN,301021007,Cleveland,30102100704,3100704,379,386
30102100705-BOW,BOWMAN,301021007,Cleveland,30102100705,3100705,334,334
30102100706-BOW,BOWMAN,301021007,Cleveland,30102100706,3100706,581,584
30102100707-BOW,BOWMAN,301021007,Cleveland,30102100707,3100707,302,313
30102100708-BOW,BOWMAN,301021007,Cleveland,30102100708,3100708,370,386
30102100709-BOW,BOWMAN,301021007,Cleveland,30102100709,3100709,318,309
30102100710-BOW,BOWMAN,301021007,Cleveland,30102100710,3100710,400,396
30102100711-BOW,BOWMAN,301021007,Cleveland,30102100711,3100711,325,337
30102100712-BOW,BOWMAN,301021007,Cleveland,30102100712,3100712,406,415
30102100713-BOW,BOWMAN,301021007,Cleveland,30102100713,3100713,398,395
30102100714-BOW,BOWMAN,301021007,Cleveland,30102100714,3100714,174,180
30102100715-BOW,BOWMAN,301021007,Cleveland,30102100715,3100715,511,507
30102100717-BOW,BOWMAN,301021007,Cleveland,30102100717,3100717,184,187
30102100718-BOW,BOWMAN,301021007,Cleveland,30102100718,3100718,385,405
30102100719-BOW,BOWMAN,301021007,Cleveland,30102100719,3100719,446,474
30102100720-BOW,BOWMAN,301021007,Cleveland,30102100720,3100720,281,287
30102100721-BOW,BOWMAN,301021007,Cleveland,30102100721,3100721,265,278
30102100722-BOW,BOWMAN,301021007,Cleveland,30102100722,3100722,315,322
30102100723-BOW,BOWMAN,301021007,Cleveland,30102100723,3100723,228,228
30102100724-BOW,BOWMAN,301021007,Cleveland,30102100724,3100724,268,279
30102100726-BOW,BOWMAN,301021007,Cleveland,30102100726,3100726,729,758
30102100727-BOW,BOWMAN,301021007,Cleveland,30102100727,3100727,422,410
30102100728-BOW,BOWMAN,301021007,Cleveland,30102100728,3100728,93,95
30102100729-BOW,BOWMAN,301021007,Cleveland,30102100729,3100729,1,1
30102100730-BOW,BOWMAN,301021007,Cleveland,30102100730,3100730,470,480
30102100731-BOW,BOWMAN,301021007,Cleveland,30102100731,3100731,497,483
30102100732-BOW,BOWMAN,301021007,Cleveland,30102100732,3100732,233,241
30102100733-BOW,BOWMAN,301021007,Cleveland,30102100733,3100733,259,273
30102100734-BOW,BOWMAN,301021007,Cleveland,30102100734,3100734,249,269
30102100735-BOW,BOWMAN,301021007,Cleveland,30102100735,3100735,400,410
30102100736-BOW,BOWMAN,301021007,Cleveland,30102100736,3100736,276,277
30102100737-BOW,BOWMAN,301021007,Cleveland,30102100737,3100737,287,306
30102100738-BOW,BOWMAN,301021007,Cleveland,30102100738,3100738,406,413
30102100739-BOW,BOWMAN,301021007,Cleveland,30102100739,3100739,249,242
30102100740-BOW,BOWMAN,301021007,Cleveland,30102100740,3100740,291,317
30102100741-BOW,BOWMAN,301021007,Cleveland,30102100741,3100741,284,306
30102100742-BOW,BOWMAN,301021007,Cleveland,30102100742,3100742,157,161
30102100801-BOW,BOWMAN,301021008,Ormiston,30102100801,3100801,452,464
30102100803-BOW,BOWMAN,301021008,Ormiston,30102100803,3100803,327,355
30102100804-BOW,BOWMAN,301021008,Ormiston,30102100804,3100804,536,553
30102100805-BOW,BOWMAN,301021008,Ormiston,30102100805,3100805,512,542
30102100806-BOW,BOWMAN,301021008,Ormiston,30102100806,3100806,483,516
30102100808-BOW,BOWMAN,301021008,Ormiston,30102100808,3100808,572,589
30102100809-BOW,BOWMAN,301021008,Ormiston,30102100809,3100809,548,574
30102100811-BOW,BOWMAN,301021008,Ormiston,30102100811,3100811,326,339
30102100812-BOW,BOWMAN,301021008,Ormiston,30102100812,3100812,352,377
30102100813-BOW,BOWMAN,301021008,Ormiston,30102100813,3100813,236,248
30102100814-BOW,BOWMAN,301021008,Ormiston,30102100814,3100814,357,376
30102100815-BOW,BOWMAN,301021008,Ormiston,30102100815,3100815,534,554
30102100901-BOW,BOWMAN,301021009,Redland Bay,30102100901,3100901,336,366
30102100902-BOW,BOWMAN,301021009,Redland Bay,30102100902,3100902,442,428
30102100903-BOW,BOWMAN,301021009,Redland Bay,30102100903,3100903,532,533
30102100904-BOW,BOWMAN,301021009,Redland Bay,30102100904,3100904,594,624
30102100905-BOW,BOWMAN,301021009,Redland Bay,30102100905,3100905,275,276
30102100906-BOW,BOWMAN,301021009,Redland Bay,30102100906,3100906,439,449
30102100907-BOW,BOWMAN,301021009,Redland Bay,30102100907,3100907,687,729
30102100908-BOW,BOWMAN,301021009,Redland Bay,30102100908,3100908,455,472
30102100909-BOW,BOWMAN,301021009,Redland Bay,30102100909,3100909,226,235
30102100910-BOW,BOWMAN,301021009,Redland Bay,30102100910,3100910,218,224
30102100912-BOW,BOWMAN,301021009,Redland Bay,30102100912,3100912,247,253
30102100913-BOW,BOWMAN,301021009,Redland Bay,30102100913,3100913,312,321
30102100915-BOW,BOWMAN,301021009,Redland Bay,30102100915,3100915,392,406
30102100916-BOW,BOWMAN,301021009,Redland Bay,30102100916,3100916,393,380
30102100917-BOW,BOWMAN,301021009,Redland Bay,30102100917,3100917,170,172
30102100920-BOW,BOWMAN,301021009,Redland Bay,30102100920,3100920,421,427
30102100921-BOW,BOWMAN,301021009,Redland Bay,30102100921,3100921,0,0
30102100922-BOW,BOWMAN,301021009,Redland Bay,30102100922,3100922,417,422
30102100923-BOW,BOWMAN,301021009,Redland Bay,30102100923,3100923,399,404
30102100924-BOW,BOWMAN,301021009,Redland Bay,30102100924,3100924,484,468
30102100925-BOW,BOWMAN,301021009,Redland Bay,30102100925,3100925,346,343
30102100926-BOW,BOWMAN,301021009,Redland Bay,30102100926,3100926,548,605
30102100927-BOW,BOWMAN,301021009,Redland Bay,30102100927,3100927,225,232
30102100929-BOW,BOWMAN,301021009,Redland Bay,30102100929,3100929,254,259
30102100930-BOW,BOWMAN,301021009,Redland Bay,30102100930,3100930,225,229
30102100931-BOW,BOWMAN,301021009,Redland Bay,30102100931,3100931,0,0
30102100932-BOW,BOWMAN,301021009,Redland Bay,30102100932,3100932,320,310
30102100933-BOW,BOWMAN,301021009,Redland Bay,30102100933,3100933,255,279
30102100934-BOW,BOWMAN,301021009,Redland Bay,30102100934,3100934,314,334
30102100936-BOW,BOWMAN,301021009,Redland Bay,30102100936,3100936,218,238
30102100937-BOW,BOWMAN,301021009,Redland Bay,30102100937,3100937,313,320
30102100938-BOW,BOWMAN,301021009,Redland Bay,30102100938,3100938,462,447
30102100939-BOW,BOWMAN,301021009,Redland Bay,30102100939,3100939,371,359
30102100940-BOW,BOWMAN,301021009,Redland Bay,30102100940,3100940,543,586
30102100941-BOW,BOWMAN,301021009,Redland Bay,30102100941,3100941,599,617
30102100942-BOW,BOWMAN,301021009,Redland Bay,30102100942,3100942,283,295
30102100943-BOW,BOWMAN,301021009,Redland Bay,30102100943,3100943,286,283
30102100944-BOW,BOWMAN,301021009,Redland Bay,30102100944,3100944,282,283
30102100945-BOW,BOWMAN,301021009,Redland Bay,30102100945,3100945,238,252
30102100946-BOW,BOWMAN,301021009,Redland Bay,30102100946,3100946,909,1156
30102101101-BOW,BOWMAN,301021011,Sheldon - Mount Cotton,30102101101,3101101,302,309
30102101102-BOW,BOWMAN,301021011,Sheldon - Mount Cotton,30102101102,3101102,235,229
30102101103-BOW,BOWMAN,301021011,Sheldon - Mount Cotton,30102101103,3101103,230,235
30102101105-BOW,BOWMAN,301021011,Sheldon - Mount Cotton,30102101105,3101105,208,204
30102101106-BOW,BOWMAN,301021011,Sheldon - Mount Cotton,30102101106,3101106,176,177
30102101107-BOW,BOWMAN,301021011,Sheldon - Mount Cotton,30102101107,3101107,349,349
30102101108-BOW,BOWMAN,301021011,Sheldon - Mount Cotton,30102101108,3101108,280,282
30102101109-BOW,BOWMAN,301021011,Sheldon - Mount Cotton,30102101109,3101109,202,219
30102101110-BOW,BOWMAN,301021011,Sheldon - Mount Cotton,30102101110,3101110,443,463
30102101112-BOW,BOWMAN,301021011,Sheldon - Mount Cotton,30102101112,3101112,161,164
30102101114-BOW,BOWMAN,301021011,Sheldon - Mount Cotton,30102101114,3101114,373,368
30102101115-BOW,BOWMAN,301021011,Sheldon - Mount Cotton,30102101115,3101115,306,300
30102101116-BOW,BOWMAN,301021011,Sheldon - Mount Cotton,30102101116,3101116,476,468
30102101117-BOW,BOWMAN,301021011,Sheldon - Mount Cotton,30102101117,3101117,644,664
30102101118-BOW,BOWMAN,301021011,Sheldon - Mount Cotton,30102101118,3101118,400,413
30102101119-BOW,BOWMAN,301021011,Sheldon - Mount Cotton,30102101119,3101119,285,309
30102101120-BOW,BOWMAN,301021011,Sheldon - Mount Cotton,30102101120,3101120,265,264
30102101121-BOW,BOWMAN,301021011,Sheldon - Mount Cotton,30102101121,3101121,762,764
30102101202-BOW,BOWMAN,301021012,Thornlands,30102101202,3101202,315,352
30102101204-BOW,BOWMAN,301021012,Thornlands,30102101204,3101204,354,363
30102101206-BOW,BOWMAN,301021012,Thornlands,30102101206,3101206,259,280
30102101208-BOW,BOWMAN,301021012,Thornlands,30102101208,3101208,537,585
30102101209-BOW,BOWMAN,301021012,Thornlands,30102101209,3101209,383,403
30102101210-BOW,BOWMAN,301021012,Thornlands,30102101210,3101210,446,466
30102101211-BOW,BOWMAN,301021012,Thornlands,30102101211,3101211,342,364
30102101212-BOW,BOWMAN,301021012,Thornlands,30102101212,3101212,325,349
30102101213-BOW,BOWMAN,301021012,Thornlands,30102101213,3101213,447,463
30102101214-BOW,BOWMAN,301021012,Thornlands,30102101214,3101214,255,276
30102101215-BOW,BOWMAN,301021012,Thornlands,30102101215,3101215,253,271
30102101216-BOW,BOWMAN,301021012,Thornlands,30102101216,3101216,192,199
30102101217-BOW,BOWMAN,301021012,Thornlands,30102101217,3101217,265,280
30102101218-BOW,BOWMAN,301021012,Thornlands,30102101218,3101218,179,195
30102101219-BOW,BOWMAN,301021012,Thornlands,30102101219,3101219,342,353
30102101220-BOW,BOWMAN,301021012,Thornlands,30102101220,3101220,196,200
30102101221-BOW,BOWMAN,301021012,Thornlands,30102101221,3101221,338,362
30102101222-BOW,BOWMAN,301021012,Thornlands,30102101222,3101222,229,252
30102101223-BOW,BOWMAN,301021012,Thornlands,30102101223,3101223,277,293
30102101224-BOW,BOWMAN,301021012,Thornlands,30102101224,3101224,166,171
30102101227-BOW,BOWMAN,301021012,Thornlands,30102101227,3101227,209,218
30102101228-BOW,BOWMAN,301021012,Thornlands,30102101228,3101228,294,305
30102101229-BOW,BOWMAN,301021012,Thornlands,30102101229,3101229,343,351
30102101230-BOW,BOWMAN,301021012,Thornlands,30102101230,3101230,320,338
30102101231-BOW,BOWMAN,301021012,Thornlands,30102101231,3101231,275,286
30102101232-BOW,BOWMAN,301021012,Thornlands,30102101232,3101232,199,217
30102101233-BOW,BOWMAN,301021012,Thornlands,30102101233,3101233,299,302
30102101234-BOW,BOWMAN,301021012,Thornlands,30102101234,3101234,317,335
30102101235-BOW,BOWMAN,301021012,Thornlands,30102101235,3101235,230,233
30102101236-BOW,BOWMAN,301021012,Thornlands,30102101236,3101236,277,288
30102101239-BOW,BOWMAN,301021012,Thornlands,30102101239,3101239,413,450
30102101240-BOW,BOWMAN,301021012,Thornlands,30102101240,3101240,395,401
30102101241-BOW,BOWMAN,301021012,Thornlands,30102101241,3101241,497,522
30102101242-BOW,BOWMAN,301021012,Thornlands,30102101242,3101242,580,571
30102101243-BOW,BOWMAN,301021012,Thornlands,30102101243,3101243,95,100
30102101244-BOW,BOWMAN,301021012,Thornlands,30102101244,3101244,228,224
30102101245-BOW,BOWMAN,301021012,Thornlands,30102101245,3101245,343,360
30102101246-BOW,BOWMAN,301021012,Thornlands,30102101246,3101246,435,456
30102101247-BOW,BOWMAN,301021012,Thornlands,30102101247,3101247,317,325
30102101248-BOW,BOWMAN,301021012,Thornlands,30102101248,3101248,279,275
30102101249-BOW,BOWMAN,301021012,Thornlands,30102101249,3101249,267,263
30102101250-BOW,BOWMAN,301021012,Thornlands,30102101250,3101250,468,474
30102101251-BOW,BOWMAN,301021012,Thornlands,30102101251,3101251,676,752
30102101252-BOW,BOWMAN,301021012,Thornlands,30102101252,3101252,420,474
30102101301-BOW,BOWMAN,301021013,Victoria Point,30102101301,3101301,220,218
30102101302-BOW,BOWMAN,301021013,Victoria Point,30102101302,3101302,208,207
30102101303-BOW,BOWMAN,301021013,Victoria Point,30102101303,3101303,276,279
30102101304-BOW,BOWMAN,301021013,Victoria Point,30102101304,3101304,437,434
30102101305-BOW,BOWMAN,301021013,Victoria Point,30102101305,3101305,564,563
30102101306-BOW,BOWMAN,301021013,Victoria Point,30102101306,3101306,1217,1339
30102101307-BOW,BOWMAN,301021013,Victoria Point,30102101307,3101307,405,394
30102101308-BOW,BOWMAN,301021013,Victoria Point,30102101308,3101308,276,279
30102101309-BOW,BOWMAN,301021013,Victoria Point,30102101309,3101309,211,215
30102101310-BOW,BOWMAN,301021013,Victoria Point,30102101310,3101310,324,332
30102101311-BOW,BOWMAN,301021013,Victoria Point,30102101311,3101311,424,434
